recruitId,recruitName,recruitTag
300190,Android开发工程师,2年及以上|本科|android开发|开发文档|五险一金|绩效奖金|年终奖金
300191,Android 开发工程师,1年|大专|rxjava|retrofit|数据库|自定义控件|蓝牙|wifi|串口通信|独立开发|git|五险一金|员工旅游|餐饮补贴|年终奖金|定期体检|周末双休|带薪年假|全勤奖|节日福利
300192,android开发工程师,3-4年|大专|android|安卓|软件工程师|五险一金|绩效奖金|年终奖金
300193,Android开发工程师,2年及以上|本科|java|开发|svn|git|编程|android|http|软件设计|socket|ip|五险一金|绩效奖金|专业培训|节日福利
300194,资深Android开发工程师（第二药房）,5-7年|本科|android开发|五险一金|平台好|职位晋升|公司规模大
300195,Android开发工程师,无需经验|大专|android|安卓开发|五险一金|专业培训|年终奖金|员工旅游|带薪年假|节日福利|团建活动
300196,Android开发工程师,3-5年|本科|计算机|java|设计模式|android|多线程|ai|架构设计|ui|面向对象编程|网络协议|五险一金|交通补贴|餐饮补贴|通讯补贴|周末双休
300197,Android开发工程师,3年及以上|大专|英语口语|mvvm|kotlin|协程|五险一金|员工旅游|专业培训|绩效奖金|年终奖金|弹性工作|定期体检|六险一金
300198,Android开发工程师,1年|本科|五险一金|专业培训|带薪年假|全勤奖
300199,Android开发工程师 （双休）,2年及以上|大专|计算机|java|c++|产品设计|android|后端开发|接口对接|androidsdk|kotlin|五险一金|补充医疗保险|员工旅游|交通补贴|餐饮补贴|绩效奖金|年终奖金|带薪年假|全勤奖|年底双薪|加班补贴|周末双休|节日礼品
300200,Android开发工程师,3-4年|大专|java|kotlin|git|Ble|员工旅游|补充医疗保险|补充公积金|五险一金|绩效奖金
300201,Android开发工程师,2年|本科|Android开发|安卓研发|手机开发|互联网软件|缴纳五险|年终奖金|绩效奖金|做六休一
300202,Android开发工程师,2年|本科|Android|五险一金|绩效奖金|定期体检
300203,Android开发工程师,3-4年|本科|安卓|软件|五险一金|补充医疗保险|补充公积金|交通补贴|员工旅游|通讯补贴|定期体检|餐饮补贴
300204,Android开发工程师,2年及以上|本科|java|开发|svn|git|编程|android|http|tcp|软件设计|技术文档|五险一金|专业培训|带薪年假
300205,Android开发工程师,1年|大专|java|多线程|framework|五险一金|员工旅游|交通补贴|年终奖金|绩效奖金|餐饮补贴|专业培训|通讯补贴|法定假日|双休
300206,android开发工程师 安卓开发工程师,1年|大专|android开发|工程师|安卓开发|工程师|APP软件开发|五险一金|通讯补贴|员工旅游|年终奖金
300207,Android开发工程师,3-4年|本科|android|安卓|软件工程师|android开发|安卓开发|五险一金|股票期权|年终奖金|通讯补贴|定期体检|餐饮补贴|员工旅游
300208,Android开发工程师,2年|本科|java|多线程|数据库|framework|git|linux|xml|餐饮补贴|绩效奖金|周末双休|年终奖金|五险一金
300209,Android开发工程师,3-4年|本科|android|安卓|安卓开发|软件开发|android开发|开发|软件工程师|工程师|专业培训|通讯补贴|交通补贴|绩效奖金|弹性工作|周末双休|带薪年假|五险一金|补充医疗保险
300210,Android开发工程师,1年|本科|android|安卓|安卓开发|软件开发|android开发|开发|软件工程师|工程师|五险一金|员工旅游|交通补贴|餐饮补贴|通讯补贴|绩效奖金|年终奖金|股票期权|定期体检
300211,Android开发工程师,2年|本科|编程|android|软件设计|性能优化|内存优化|文档|功能测试|调试|网络|开发|餐饮补贴|年终奖金|专业培训|五险
300232,Senior Hardware Test Enginee,5年及以上|本科|hardware|test|五险一金|弹性工作|补充医疗保险|定期体检|年终奖金
300233,Radar Test Engineer-毫米波雷达(上海/苏州),3-4年|本科|雷达性能测试|暗室测试|天线标定
300234,Test Engineer,3年及以上|本科|Hardware|Software|Mechanical|Electrical|English|TestEngineer|扫地机器人|家电|五险一金|弹性工作|带薪年假
300235,Test Design Lead,5年及以上|本科|硬件测试|产线|NPI
300236,Test Expert Prototype Testing,5-7年|本科|五险一金|交通补贴|餐饮补贴|通讯补贴|专业培训|定期体检|弹性工作
300237,Radar Test Engineer-毫米波雷达(上海/苏州),3-4年|本科|雷达性能测试|暗室测试|天线标定
300238,Senior Test Engineer,7-10年|本科|Hardware|Software|Mechanical|Electrical|English|TestEngineer|扫地机器人|家电|五险一金|弹性工作|带薪年假
300239,Test & Validation Manager,5年及以上|本科|test|五险一金|补充医疗保险|补充公积金|免费班车|交通补贴|年终奖金|专业培训|弹性工作|定期体检
300240,Product/Test Engineer,5年及以上|大专|electronics|plastics|silicone|led|lighting|textiles|带薪年假|节日福利|专业培训|五险一金|免费班车|员工旅游|出国机会|年终奖金|餐饮补贴|做五休二
300241,Hardware test engineer,3-4年|本科|五险一金|补充医疗保险|员工旅游|年终奖金|定期体检|通讯补贴|弹性工作|专业培训
300242,Senior Test Engineer,7-10年|本科|Hardware|Software|Mechanical|Electrical|English|TestEngineer|扫地机器人|家电|五险一金|弹性工作|带薪年假
300243,Test Engineer,3年及以上|本科|测试|五险一金|年终奖金|通讯补贴
300244,ATE Application/Test Engineer-RF射频工程师,无需经验|本科|英文|英语沟通|射频电路设计|射频模块|数字通信|射频工程师|射频系统|C++|Labview|五险一金|交通补贴|餐饮补贴|通讯补贴|专业培训|出国机会|年终奖金|定期体检|员工旅游|绩效奖金
300245,ODOT-Hardware Test Engineer,5年及以上|本科|硬件测试|五险一金|补充医疗保险|员工旅游|年终奖金|定期体检|通讯补贴|弹性工作|专业培训
300246,Test Engineer,5-7年|本科|电机|电力电子
300247,Test Engineer,5-7年|本科|测试工程师|五险一金|交通补贴|专业培训|年终奖金|定期体检|包住宿|带薪年假|绩效奖金|加班补贴|住房补贴
300248,Senior QA Engineer/高级软件测试工程师,5年及以上|本科|五险一金|补充医疗保险|补充公积金|餐饮补贴|弹性工作|定期体检
300249,Reliability Test Engineer可靠性测试工程师,4年及以上|本科|可靠性测试|Camera|镜头|五险一金|补充医疗保险|员工旅游|年终奖金|定期体检|通讯补贴|弹性工作|专业培训
300250,DVT/ Electric Test Expert 研发测试专家,6年及以上|本科|Test|测试|免费班车|工作餐|节日福利|交通补贴|通讯补贴
300251,Sr Adv Test Mfg Engineer,5年及以上|本科|英文工作语言|设备测试|年终奖金|五险一金|弹性工作|定期体检|补充公积金|员工旅游|专业培训
300252,Test and Validation Global Manager,5年及以上|本科|capex|fce|opex|stress|test|专业培训|定期体检|绩效奖金|五险一金|补充医疗保险|餐饮补贴|周末双休|发展空间大
300253,测试工程师（老练测试）,3年及以上|大专|测试|电气|示波器|万用表|维护|理工科|保养|生产异常处理|阳极|检查|五险一金|补充医疗保险|交通补贴|餐饮补贴|通讯补贴|年终奖金|定期体检|带薪年假|周末双休|管理规范
300254,硬件测试工程师,5年及以上|本科|电子|测试|调试|性能测试|芯片测试|测试方案|测试设备|hdmi|网络分析仪|测试标准|五险一金|年终奖金|弹性工作|定期体检|带薪年假
300255,Test Engineer(J10008),3年及以上|本科|automation|electronics|pcie|五险一金|补充医疗保险|补充公积金|餐饮补贴|年终奖金|定期体检
300256,Senior Test Manager-23819,3年及以上|本科|Integration|Functional|test|PM|补充医疗保险|定期体检|七险一金|带薪年假|带薪病假|免费健身
300257,Firmware Test Manager（深圳光明）,8年及以上|本科|白盒测试|软件测试|固件测试|团队搭建|团队发展|团队管理|测试计划|测试报告|五险一金|免费班车|员工旅游|专业培训|年终奖金|定期体检|13薪|福利年假|过节费
300258,"Engineer,Test（电气测试工程师）",3年及以上|大专|硬件测试|电气测试|电性能测试|五险一金|补充医疗保险|免费班车|员工旅游|餐饮补贴|专业培训|绩效奖金|年终奖金|定期体检|出国机会
300259,系统测试经理 I System Test Manager(J13423),5年及以上|本科|微电子|系统测试|良率提升|测试流程|测试平台|ddr|arm|x86|团队管理建设|免费班车|餐饮补贴|五险一金|补充医疗保险|专业培训|年终奖金|定期体检|交通补贴
300260,Test Bench Engineer,3年及以上|本科|台架|试验|补充医疗保险|定期体检|五险一金|年终奖金|十天起年假
300261,E/E & Software Test Engineer-19610,3-5年|本科|LIN|CAN|FlexRay|以太网|CANoe|HiL系统|补充医疗保险|定期体检|七险一金|带薪年假|带薪病假|免费健身
300262,耳机测试开发工程师,3年及以上|大专|电子|软件|TWS耳机|耳机测试工艺|声学测试系统|测试环境搭建|测试设备调试|OWS耳机|新项目统筹|测试方案设计|五险一金|年终奖金|绩效奖金|五天工作制|住宿补贴
300263,Test Engineer/测试工程师（Lab）,1年及以上|本科|CAN|CV|DV|PV|可靠性|环境测试|质量验证|五险一金|免费班车|年终奖金|定期体检
300264,芯片测试工程师 IC Test Engineer,3-4年|本科|硬件测试|存储芯片|测试平台搭建|芯片测试|五险一金|交通补贴|餐饮补贴|通讯补贴
300265,Test Manager(汽车行业）,5年及以上|本科|ECN|PYTHON|自动化测试|CAN总线|五险一金|年终奖金|弹性工作|定期体检
300266,测试工程师 Test engineer,5年及以上|本科|plc|机械设计|电气|加工工艺|机械自动化|软件架构|设备维护管理|测控技术|电机驱动|tpm管理|员工旅游|交通补贴|通讯补贴|专业培训|出国机会|年终奖金|定期体检|五险一金|一年2次旅游
300267,Test Expert Future Fuel Systems,5-7年|本科|五险一金|交通补贴|餐饮补贴|通讯补贴|专业培训|定期体检|弹性工作
300268,Test Engineer,5-7年|本科|测试|五险一金|定期体检|带薪年假|餐饮补贴
300269,Analog Test Engineer （R&D）,5-7年|本科|Analog|测试开发
300270,Test Engineer-Suzhou,1-2年|本科|产品测试|仪器仪表|C语言|labview|五险一金|补充医疗保险|员工旅游|交通补贴|餐饮补贴|通讯补贴|专业培训|绩效奖金|年终奖金
300271,硬件测试工程师,3年及以上|本科|电子|测试|电气|软件测试|c语言|示波器|数字电路|自动化测试|测试环境|可靠性测试|五险一金|绩效奖金|免费班车|员工旅游|交通补贴|餐饮补贴|年终奖金
300272,运维工程师,1年|本科|五险一金|交通补贴|餐饮补贴|绩效奖金|年终奖金|定期体检|项目奖金|带薪病假|员工旅游
300273,运维/技术支持工程师,1年|本科|计算机|mysql|oracle|linux|网络|运维|shell|db2|关系型数据库|安装部署|五险一金|补充医疗保险|定期体检|员工旅游|绩效奖金|年终奖金|通讯补贴|专业培训|弹性工作
300274,运维工,2年及以上|中技/中专|维修|药厂|生产设备|交通补贴|餐饮补贴|节假日加班费
300275,共享电动车运维,无需经验|五险一金|绩效奖金|弹性工作
300276,IT运维,3-4年|大专|培训|mysql|oracle|服务器|故障处理|网络设备|文档撰写|维护管理|数据库系统|系统安装|五险一金|免费班车|绩效奖金|定期体检
300277,现场运维工程师,无需经验|本科|ie|pmp资格证书|精益管理|五险一金|免费班车|定期体检|周末双休|餐饮补贴|提供住宿
300278,IT运维工程师,1-3年|大专|计算机网络|系统维护|系统管理|网络管理|五险一金|交通补贴|餐饮补贴|专业培训|绩效奖金|定期体检|节日福利|带薪年假|提供住宿|做五休二
300279,机房运维工程师,2年及以上|中技/中专|空调|弱电|制冷|低压|高压|设备巡检|维修维护|冷冻机组|消防|定期维护|五险一金|补充医疗保险|绩效奖金|年终奖金|定期体检|租房补贴|做二休二|培训培养
300280,JAVA运维工程师,1年及以上|本科|java|mysql|oracle|数据库|linux|windows|软件|维护|理工|故障处理|五险一金
300281,网络工程师（驻场运维）,3年及以上|大专|计算机|通信|设备调试|安全|系统集成|zabbix|系统管理|网络系统|ccnp|数通|定期体检|弹性工作|股票期权|年终奖金|绩效奖金|专业培训|员工旅游|五险一金|交通补贴|通讯补贴|员工旅游|专业培训|年终奖金
300282,IT运维工程师,5-10年|本科|数据库|erp|开发|.net|mes|编程语言|文档整理|网络设备维护|mes实施|年终奖金|五险一金|补充医疗保险|免费班车|员工旅游|专业培训|定期体检
300283,动力运维主管,3年及以上|大专|培训|管理|电气|运维|作业指导书|统计分析|进度控制|优化方案|数据中心|值班|五险一金|定期体检|五险一金|定期体检
300284,办公室桌面运维,1-3年|大专|计算机|网络|服务器|维护|故障处理|通信工程|办公设备|故障排除|计算机软硬件|供应商对接|五险一金|员工旅游|年终奖金|定期体检
300285,光伏运维系统平台工程师,3年及以上|本科|光伏行业|新能源行业|平台管理|户用光伏|光伏运维系统|免费班车|补充医疗保险|交通补贴|餐饮补贴|通讯补贴|专业培训|年终奖金|绩效奖金|餐饮补贴|年终奖金|绩效奖金|弹性工作|五险一金|补充医疗保险|员工宿舍
300286,后台数据库运维主管,3年及以上|大专|mysql|oracle|数据库|redis|mongodb|nosql数据库|数据库运维|数据库管理|sql|server|五险一金
300287,IDC运维工程师（荆州）,3-4年|本科|网络维护
300288,SAP MM 运维工程师,2年及以上|大专|sap|运维|sap系统|sap_mm|MM|it运维|五险一金|通讯补贴|年终奖金|绩效奖金|定期体检|交通补贴|专业培训
300289,ERP运维专员,3年及以上|本科|erp|运维|五险一金|专业培训|绩效奖金|餐饮补贴|包住宿|全勤奖
300290,电力运维工程师,1年|本科|管理|ppt|文档编写|服务|电力|业务管理|演示文档|数据处理|年终奖金|五险一金|周末双休|节日福利|带薪年假|专业培训
300291,云平台运维初中级工程师,2-5年|本科|计算机|java|linux|javascript|git|编程|网络|大数据|编程语言|故障处理|五险一金|补充医疗保险|年终奖金|弹性工作|定期体检|专业培训|通讯补贴|餐饮补贴|项目奖金|企业年金
300292,软件运维工程师（用友BIP）,无需经验|本科|java|mysql|方案设计|oracle数据库|设计模式|oa|计算机软件|系统开发|需求沟通|sql优化|五险一金|员工旅游|专业培训|年终奖金|定期体检|免费食宿|带薪年假|周末双休
300293,系统运维专员,2年|本科|培训|办公软件|oracle|数据分析|erp|sqlserver|宣传|金蝶|网络|运维|五险一金|定期体检|年终奖金|专业培训|餐饮补贴|通讯补贴
300294,IT运维,2年及以上|本科|计算机|数据库|网络|编程语言|防火墙|交换机|现场实施|vue2|软硬件|保密|五险一金|员工旅游|专业培训|绩效奖金|年终奖金|定期体检
300295,运维开发工程师（驻场）,3-4年|本科|运维体系|五险一金|交通补贴|餐饮补贴|通讯补贴|年终奖金|绩效奖金|专业培训|定期体检
300296,售后工程师/外场运维,1年|大专|售后服务|客户关系|售后技术支持|通信工程|技术培训|五险一金|补充医疗保险|绩效奖金|年终奖金|周末双休|定期体检
300297,系统运维支持专员,2年|本科|培训|办公软件|oracle|数据分析|erp|sqlserver|宣传|金蝶|网络|运维|五险一金|餐饮补贴|专业培训|定期体检|通讯补贴|年终奖金
300298,环保运维工程师,无需经验|本科|自动化|分析化学|电子信息|大气|机电一体化|环境工程|五险一金|高温补贴|交通补贴|餐饮补贴|通讯补贴|年终奖金|住房补贴
300299,智能化运维工程师,2年及以上|大专|自动化|维修|网络|文档编写|计算机网络|服务器|人员培训|技能培训|故障处理|电子信息工程|五险一金|定期体检|五险一金|定期体检
300300,MES运维工程师,无需经验|大专|数据库|python|linux|年终奖金|生日福利|年度调薪|带薪年假|五险|双休
300301,风电运维工程师,无需经验|中技/中专
300302,IDC运维项目经理,5-7年|大专|数据中心|暖通系统|柴油发电机|巡检|通信电源系统|综合代维|故障处理|数据统计分析|团队管理|监控系统|五险一金|餐饮补贴|带薪年假|周末双休|节日福利|高温补贴|员工旅游|专业培训|年终奖金|定期体检
300303,IT运维工程师,3年及以上|本科|调试|维修|运维|安装调试|安装|文档编写|计算机网络|it|服务器|维护|五险一金|餐饮补贴|专业培训|绩效奖金|年终奖金|定期体检|股票期权|通讯补贴|员工宿舍|团建活动|节日生日福利
300304,系统运维工程师助理,无需经验|大专|理工科|安全|设备配置管理|监控网络设备|年终奖金|六险一金|节假日福利|年度旅游|员工宿舍|带薪年休假|一年2次调薪|定期培训
300305,播出运维技术,3-4年|本科|广播电视工程|运维|五险一金|交通补贴|年终奖金|定期体检|绩效奖金
300306,网站运维工程师,5年及以上|本科|运维|安全防护|资源配置|版本更新|五险一金|绩效奖金
300307,光伏运维工程师（周末双休）,1年|中技/中专|光伏电站|巡检|五险一金|年终奖金|定期体检|双休
300308,网络运维岗,3年及以上|本科|计算机|linux|通信|windows|运维|网络安全|故障处理|开发语言|监控|技术支撑|绩效奖金|节日福利|专业培训|补充医疗保险|补充公积金|餐饮补贴|年终奖金|AA上市公司|编制内|过节不调休
300309,实施工程师/数字化交付运维,2年及以上|本科|项目管理|文档编写|运维管理|地理信息|油气储运|部门协作|五险一金|餐饮补贴|定期体检|年终奖金|专业培训|试用期不打折|公司提供食堂|周末双休|薪酬机制健全|节日福利
300310,风电运维工程师,1年|大专|五险一金|提供住宿|餐费补贴|节假福利
300311,IT运维专员,3年及以上|本科|计算机|数据库|网络|操作系统|计算机软件|生产设备|办公设备|it技术支持|问题诊断|技术突破|五险一金|餐饮补贴|定期体检
300312,运维工程师（电气）,3-4年|大专|电气工程师|维护保养|电气设备|技术支持|五险一金|餐饮补贴|通讯补贴|定期体检
300313,智能运维软件后端开发高级工程,5年及以上|本科|计算机|java|c++|软件开发|编程|智能运维|后端软件开发|五险一金|年终奖金|定期体检|绩效奖金|专业培训|补充医疗保险|免费班车
300314,运维主管（充电场站运维）,2年及以上|大专|技能培训|场站运维管理|新能源汽车|五险一金|年终奖金|定期体检|节日福利|带薪年假
300315,销售运维经理,2年及以上|大专|五险一金|通讯补贴|绩效奖金|专业培训
300316,光伏电站运维（江苏）,3-4年|大专|光伏|运维|值班|五险一金|绩效奖金|节日福利|专业培训
300317,智能运维软件前端开发中高级工,2-10年|本科|计算机|java|c++|软件开发|编程|智能运维|五险一金|年终奖金|定期体检|绩效奖金|专业培训|补充医疗保险|免费班车
300318,运维工程师（电气）,5-7年|大专|五险一金|餐饮补贴|通讯补贴|定期体检
300319,车辆运维,3-4年|大专|五险一金|弹性工作|工作环境好|谈判|团队管理|电脑|客户服务|手机应用软件
300320,系统运维支持（日语驻场）,3-4年|大专|日语听说读写|系统开发|零售行业|五险一金|带薪年假|节日福利|年终奖金|弹性工作|通讯补贴|绩效奖金
300321,运维工程师（空调和水系统）,3年及以上|大专|空调系统|水系统|注射用水|纯化水|制药企业|五险一金|年终奖金|定期体检|带薪休假
300322,运维主操作员（重庆永川）,1年|中技/中专|安全生产|生产设备|生产记录|防火防盗|安全防护用品|清洁维护保养|餐饮补贴|交通补贴|五险一金
300323,财务系统运维工程师,3-4年|本科|周末双休|带薪年假|五险一金|绩效奖金|节日福利|专业培训|餐饮补贴|通讯补贴|高温补贴
300324,金蝶运维IT,3年及以上|本科|金蝶|erp|数据分析|二次开发|数据库原理|系统优化|crm|运维|财务流程|五险一金|补充医疗保险|员工旅游|专业培训|绩效奖金|年终奖金|周末双休|节日福利|股权激励
300325,MES运维工程师,5-7年|本科|mes|五险一金|年终奖金|带薪年假|包吃包住
300326,IT 运维主管/经理,3-4年|大专|it|it主管|it经理|IT运维|运维主管|运维经理|弹性工作|带薪年假|五险一金|绩效奖金|节日福利|专业培训|补充医疗
300327,风电运维兼销售工程师,2年|大专|年终奖金|五险一金|餐饮补贴|定期体检|免费班车|专业培训|绩效奖金|周末双休|带薪年假|风电|运维|轴承|登高证|减速机|销售|清洗
300328,运维总监,8年及以上|本科|数据中心管理|风火水电|五险一金|餐饮补贴|通讯补贴|定期体检|销售奖金
300329,总部-SRM/SAP MM实施运维顾问,2年及以上|数据库|采购|sap|信息系统|srm|制造业采购|带薪年假|包住宿|五险一金|节日福利|年终奖金
300330,海上风电智能运维、状态监测与故障诊断-011KY23-11,5-7年|硕士
300331,运维专员,1年|高中|汽车保险|上牌|保险理赔|证照管理|驾驶车辆|车辆档案|质量索赔|车辆接收|违章处理|处理协调|五险一金|员工旅游|交通补贴|餐饮补贴|弹性工作|年终奖金|专业培训|通讯补贴|上六休一
300332,软件实施工程师,3年及以上|大专|计算机|linux|项目管理|网络安全|云计算|pmp|人工智能|软件项目实施|归档管理|项目实施计划|五险一金|提成奖金|交通补贴|通讯补贴|周末双休|专业培训|员工旅游|定期体检
300333,软件实施工程师,2年及以上|本科|mysql|linux|redis|sql|windows|维护管理|安装部署|监控运维|docker容器|五险一金|员工旅游|专业培训|绩效奖金|弹性工作
300334,实施工程师,3年及以上|大专|数据库|linux|需求调研|网络|解决方案|项目验收|中间件|操作系统|用户培训|实施上线|节日福利|周末双休|绩效奖金|项目绩效|五险一金|年终奖金
300335,软件实施工程师,3年及以上|本科|数据库|客户沟通|linux|sql|操作系统|计算机软件|现场实施|实施运维|软硬件系统|周末双休|专业培训|五险一金|定期体检|商业保险|五险一金|餐饮补贴|专业培训|绩效奖金|年终奖金|定期体检|周末双休|生日津贴
300336,实施运维工程师,3年及以上|本科|mysql|数据库|测试|需求分析|sql|需求调研|方案设计|解决方案|物流行业|文档编写|五险一金|餐饮补贴|双休|下午茶福利|加班零食|带薪年假
300337,系统实施工程师,3年及以上|大专|wms|mes|crm|项目管理|五险一金|免费班车|定期体检|周末双休|餐饮补贴|提供住宿
300338,工程软件项目顾问（EAP、ERP实施顾问）,2年及以上|本科|装饰行业|企业管理|装饰|软件项目实施|团队对接|绩效奖金|高温补贴|节日福利|年终奖金|员工旅游|定期体检|餐饮补贴|弹性工作|包住宿
300339,软件实施工程师,5年及以上|本科|数据治理|pms|台账维护
300340,项目经理/高级实施顾问,5年及以上|本科|财务|erp|验收|项目实施|客户关系|供应链|项目规划|引导客户|蓝图设计|上线切换|五险一金|员工旅游|交通补贴|专业培训|餐饮补贴
300341,项目实施工程师-双休(A200308),5年及以上|本科|印染|染厂|化工料|生产流程|机械|英语4级|客户对接|项目推进|输送料|下午茶|五险一金|团队氛围好|带薪休假|扁平管理|弹性工作|员工旅游|餐饮补贴|专业培训|定期体检
300342,AGV实施工程师,无需经验|初中及以下
300343,高级实施工程师,5-7年|本科|计算机|mysql|管理|oracle|数据库|sqlserver|团队管理|售后服务|项目实施|shell|周末双休|节日福利|五险一金|专业培训|弹性工作|绩效奖金
300344,项目经理/高级实施顾问,5年及以上|本科|财务|erp|验收|项目实施|客户关系|供应链|项目规划|引导客户|蓝图设计|上线切换|五险一金|员工旅游|交通补贴|专业培训|餐饮补贴
300345,实施工程师,2年|本科|计算机|oracle|sqlserver|系统调优|安装|调试|数据库|mysql|五险一金|交通补贴|餐饮补贴|通讯补贴|绩效奖金|年终奖金|带薪年假|团队气氛活跃|生日节日福利|周末双休
300346,实施工程师-南宁,3-4年|本科|计算机|oracle数据库|系统测试|linux|sql|hadoop|hive|spark|hbase|电力行业|五险一金|绩效奖金
300347,实施工程师（Base福州）,3-4年|本科|计算机|食品饮料行业|wms|mes|linux|windows|数据库|五险一金|生日福利|定期体检|绩效奖金|餐饮补贴|年终奖金|专业培训|带薪年假|节日礼物
300348,软件实施工程师,3年及以上|本科|教育行业|客户培训|二次销售|应用培训|产品实施|客户续费|问题分析|客户关系经营|需求采集|产品迭代|绩效奖金|专业培训|弹性工作|五险一金|定期体检|通讯补贴
300349,软件实施工程师,2年及以上|本科|mysql|oracle|数据库|linux|office|项目实施|windows|weblogic|中间件|操作系统|五险一金|定期体检|员工旅游|专业培训|年终奖金
300350,软件实施工程师,2年|本科|软件实施|接口对接|oracle|sqlserver|.net|c||机械工程|自动化工程|通信工程|his|五险一金|交通补贴|餐饮补贴|补充医疗保险|定期体检|员工旅游|带薪年假
300351,实施工程师,3-4年|本科|项目实施|质量进度控制|信息系统|linux|windows|sql|数据库|mes|wms|erp|五险一金|生日福利|定期体检|绩效奖金|餐饮补贴|年终奖金|专业培训|带薪年假|节日礼物
300352,软件实施工程师,3-4年|大专|股票期权|年终奖金|绩效奖金|餐饮补贴|五险一金|员工旅游
300353,软件实施工程师（西宁）,2年|本科|五险一金|员工旅游|餐饮补贴|通讯补贴|绩效奖金|定期体检|专业培训|免费班车|年终奖金
300354,软件实施工程师,2年|本科|计算机|oracle数据库|软件|现场实施|五险一金|专业培训|定期体检
300355,ERP实施工程师,2年|大专|实施|ERP|交通补贴|餐饮补贴|通讯补贴|专业培训|绩效奖金
300356,实施工程师,2年|大专|工程师|技术支持|五险一金|定期体检|员工旅游|交通补贴|餐饮补贴|免费班车|年终奖金|股票期权
300357,软件实施工程师（青岛）,2年|大专
300358,软件实施工程师,2-3年|大专|培训|计算机|oracle|财务|sql|验收|售后服务|安装调试|客户服务|软件项目实施|绩效奖金|年终奖金|股票期权|员工旅游|五险一金|餐饮补贴
300359,实施工程师,3年及以上|大专|项目管理|erp|项目实施|方案设计|系统测试|MES|信息系统|信息化|工业互联网|五险一金|餐饮补贴|绩效奖金|弹性工作|专业培训|项目奖
300360,系统实施工程师,3-4年|大专|erp实施|pmp证书|项目实施|团队管理|五险一金|餐饮补贴|交通补贴|绩效奖金|定期体检|通讯补贴
300361,实施运维工程师,3年及以上|大专|运维|saas|绩效奖金|社保
300362,软件实施工程师,2年|大专|股票期权|年终奖金|绩效奖金|餐饮补贴|五险一金|员工旅游
300363,软件实施工程师,2年及以上|本科|运维|服务器|五险一金|餐饮补贴|年终奖金|员工旅游|定期体检
